Model,Years_Working,Production_Year,Range_km,Engine_Type,Fuel_Consumption,Capacity,Hourly_Maintenance_Cost,Region,Price_USD
Airbus A380,1,2023,14854,Turbofan,11.51,846,738.67,South America,491042373.82
Boeing 747,22,2002,14092,Turbofan,10.49,659,4654.0,Africa,133518240.95
Airbus A350-1000,4,2020,16215,Turbofan,5.16,400,2654.73,Middle East,337995743.78
Boeing 747,20,2004,13367,Turbofan,10.69,652,4219.51,Africa,144695314.06
Boeing 747,28,1996,13574,Turbofan,9.91,652,1095.17,Europe,93309471.83
Airbus A350-1000,8,2016,16238,Turbofan,4.82,416,995.75,Asia,277832385.83
Airbus A320,27,1997,6689,Turbofan,2.67,190,2740.98,Africa,28882249.79
Airbus A350-1000,6,2018,15772,Turbofan,5.61,404,1522.97,Asia,312319459.81
Boeing 737,3,2021,6963,Turbofan,2.57,218,1014.0,Europe,71575038.39
Boeing 737,20,2004,6762,Turbofan,2.83,214,3633.18,Middle East,42421524.14
Boeing 777,14,2010,15502,Turbofan,7.07,389,1133.76,Middle East,197948331.75
Cessna 172,20,2004,1590,Piston,0.04,4,3209.06,Middle East,122785.37
Boeing 777,4,2020,15333,Turbofan,6.89,398,2897.88,Oceania,246512556.02
Cessna 172,33,1991,880,Piston,0.04,4,577.31,Asia,100000.0
Airbus A350-1000,7,2017,16482,Turbofan,5.45,402,2951.84,Middle East,207074193.68
Airbus A350-1000,8,2016,15699,Turbofan,5.59,409,1981.48,Asia,277558300.52
Boeing 747,18,2006,14184,Turbofan,10.87,668,3125.9,Europe,156877640.48
Airbus A320,30,1994,6040,Turbofan,2.59,177,1476.37,Asia,24916844.92
Cessna 172,20,2004,1057,Piston,0.04,4,1988.25,Africa,117710.83
Airbus A350-1000,0,2024,15865,Turbofan,5.04,401,3863.36,Europe,347886091.88
Boeing 777,24,2000,15990,Turbofan,7.09,394,628.8,Africa,106832854.51
Boeing 737,1,2023,6775,Turbofan,2.82,203,3894.63,Middle East,85556282.28
Airbus A320,33,1991,6314,Turbofan,2.63,186,1292.58,Europe,18218239.93
Boeing 777,22,2002,15611,Turbofan,6.66,403,1087.38,Africa,97038408.6
Airbus A350-1000,0,2024,16415,Turbofan,5.67,412,4602.39,Africa,338473534.38
Airbus A380,18,2006,14859,Turbofan,10.91,856,3157.57,Oceania,164050710.18
Airbus A380,5,2019,15050,Turbofan,11.61,852,1381.57,Oceania,375157368.63
Airbus A380,3,2021,15309,Turbofan,12.02,843,4670.63,Africa,394761431.28
Boeing 737,30,1994,6861,Turbofan,2.52,209,2389.71,South America,19507451.56
Boeing 777,7,2017,15755,Turbofan,6.2,394,4766.92,Middle East,241395797.81
Boeing 777,9,2015,15946,Turbofan,7.09,402,2082.94,Asia,223418916.82
Airbus A320,3,2021,6035,Turbofan,2.59,173,2009.6,Oceania,93760936.79
Airbus A380,13,2011,15358,Turbofan,11.76,855,3152.89,Asia,231799487.37
Boeing 777,30,1994,15327,Turbofan,7.1,402,1942.15,Middle East,67573353.1
Airbus A380,12,2012,15029,Turbofan,11.72,857,1339.39,Oceania,283442946.85
Airbus A350-1000,5,2019,16420,Turbofan,4.79,403,3819.49,North America,337872572.52
Boeing 737,5,2019,6819,Turbofan,2.55,214,4218.67,Middle East,73343397.41
Airbus A350-1000,6,2018,16512,Turbofan,5.67,414,1538.21,South America,229637299.46
Airbus A350-1000,8,2016,16537,Turbofan,5.63,401,1006.96,North America,283019322.27
Cessna 172,12,2012,1675,Piston,0.04,4,4934.55,Africa,248858.0
Cessna 172,32,1992,1553,Piston,0.04,4,978.11,South America,100000.0
Airbus A380,4,2020,14924,Turbofan,12.82,843,2248.82,Asia,390046534.99
Airbus A320,24,2000,6624,Turbofan,2.33,171,1779.92,Asia,23847662.76
Boeing 777,29,1995,16109,Turbofan,7.05,404,951.87,Oceania,82027006.15
Boeing 747,11,2013,13759,Turbofan,9.86,658,4477.78,Europe,237117972.48
Boeing 777,5,2019,15896,Turbofan,6.93,406,3505.85,North America,229914488.92
Cessna 172,7,2017,1033,Piston,0.04,4,1835.42,Africa,279039.13
Boeing 777,0,2024,15427,Turbofan,6.22,401,4135.44,North America,373051962.88
Airbus A350-1000,6,2018,16340,Turbofan,5.58,404,1904.57,North America,232357302.96
Airbus A350-1000,7,2017,15836,Turbofan,5.25,407,3839.82,Africa,250874790.19
Airbus A320,5,2019,5929,Turbofan,2.73,173,4350.18,Europe,84072733.11
Boeing 737,0,2024,6158,Turbofan,2.9,214,2169.38,North America,97385750.43
Boeing 737,17,2007,6636,Turbofan,2.93,220,3626.08,South America,33969714.18
Airbus A350-1000,7,2017,15615,Turbofan,5.23,420,2604.28,Middle East,213128045.78
Airbus A350-1000,0,2024,16591,Turbofan,4.97,412,746.26,Oceania,293905380.59
Boeing 777,1,2023,16080,Turbofan,7.0,386,2930.23,South America,303658677.49
Airbus A380,16,2008,15225,Turbofan,12.36,845,3068.49,South America,217125516.42
Airbus A320,2,2022,6409,Turbofan,2.32,177,2815.62,South America,92741702.21
Boeing 747,18,2006,13649,Turbofan,10.11,655,1660.99,Asia,157283236.67
Airbus A320,28,1996,6141,Turbofan,2.46,189,4438.25,Middle East,21056177.48
Cessna 172,20,2004,785,Piston,0.04,4,739.06,North America,120052.98
Cessna 172,22,2002,1470,Piston,0.04,4,3673.07,Asia,131468.49
Airbus A380,4,2020,15503,Turbofan,10.97,855,2703.54,Africa,385681871.41
Airbus A350-1000,8,2016,16285,Turbofan,5.14,410,3366.74,North America,231002319.19
Airbus A350-1000,4,2020,15820,Turbofan,4.9,403,2778.32,Middle East,320547248.72
Cessna 172,22,2002,1548,Piston,0.04,4,3701.66,Europe,108262.65
Airbus A350-1000,8,2016,15828,Turbofan,4.73,402,4881.31,Oceania,270011721.0
Airbus A350-1000,2,2022,16226,Turbofan,5.35,404,872.1,South America,289392624.1
Boeing 777,28,1996,15345,Turbofan,7.08,406,1179.01,Africa,85922359.63
Airbus A380,1,2023,15406,Turbofan,10.99,859,1156.85,Africa,496548006.18
Boeing 747,13,2011,13313,Turbofan,9.18,659,1704.68,South America,250620404.88
Boeing 737,11,2013,6253,Turbofan,2.75,214,3502.9,Africa,65850799.11
Airbus A380,3,2021,14749,Turbofan,12.35,858,3694.27,Africa,410923614.76
Airbus A350-1000,0,2024,15838,Turbofan,4.73,417,2583.77,Asia,296815525.61
Boeing 737,22,2002,6966,Turbofan,2.46,218,2516.83,Oceania,27561122.74
Airbus A380,12,2012,15440,Turbofan,11.6,844,923.89,Middle East,228671077.12
Airbus A350-1000,4,2020,16522,Turbofan,5.05,411,995.16,Oceania,327660987.56
Cessna 172,7,2017,1393,Piston,0.04,4,2573.13,North America,247284.17
Boeing 777,9,2015,15873,Turbofan,7.12,404,3309.65,Africa,204899636.44
Airbus A380,3,2021,15204,Turbofan,11.63,855,4997.82,North America,362095688.85
Cessna 172,34,1990,1266,Piston,0.04,4,1736.42,North America,100000.0
Boeing 777,29,1995,15773,Turbofan,7.15,395,3307.93,Asia,94279970.19
Cessna 172,18,2006,1177,Piston,0.04,4,4768.86,Europe,173578.21
Airbus A320,29,1995,6320,Turbofan,2.57,171,3555.95,Oceania,23070086.48
Airbus A380,5,2019,15446,Turbofan,12.99,860,4553.38,South America,368058876.63
Boeing 737,33,1991,6155,Turbofan,2.83,217,3809.12,North America,16180440.51
Boeing 777,14,2010,15332,Turbofan,6.26,394,3822.67,Europe,175731490.98
Boeing 777,14,2010,15499,Turbofan,6.57,395,2773.2,Asia,146704569.23
Cessna 172,24,2000,1259,Piston,0.04,4,2808.36,North America,124709.62
Boeing 747,34,1990,14074,Turbofan,10.91,650,1896.53,Asia,65106904.09
Boeing 747,23,2001,13928,Turbofan,10.97,661,1007.81,North America,114954783.32
Boeing 737,33,1991,6615,Turbofan,2.71,208,2768.88,Europe,15923760.29
Boeing 737,7,2017,6443,Turbofan,2.72,204,3424.84,North America,72251111.92
Boeing 747,26,1998,14014,Turbofan,9.71,662,1330.31,Middle East,95711099.63
Boeing 747,23,2001,13408,Turbofan,9.09,661,4655.57,Asia,119706781.51
Airbus A380,13,2011,14838,Turbofan,12.38,850,4127.42,Africa,190488701.14
Airbus A350-1000,5,2019,15657,Turbofan,5.01,406,2445.88,North America,260546381.23
Boeing 777,10,2014,15807,Turbofan,6.42,404,4067.59,Africa,177767783.46
Boeing 747,12,2012,13796,Turbofan,10.13,662,4381.78,Africa,242103773.73
Boeing 777,20,2004,15920,Turbofan,6.36,387,1680.78,Oceania,146791907.36
Airbus A320,33,1991,6787,Turbofan,2.54,177,529.37,North America,14942466.87
Cessna 172,24,2000,1475,Piston,0.04,4,1683.09,South America,114296.07
Boeing 737,19,2005,6880,Turbofan,2.45,213,630.65,Asia,33865349.28
Boeing 747,34,1990,13345,Turbofan,10.02,656,3039.63,Africa,59314044.78
Airbus A320,28,1996,6076,Turbofan,2.58,180,4609.36,Middle East,21736535.14
Airbus A350-1000,0,2024,15613,Turbofan,4.76,406,4804.4,Asia,351800450.88
Boeing 777,22,2002,15954,Turbofan,6.91,386,2145.85,Oceania,99441817.05
Boeing 737,34,1990,6928,Turbofan,2.9,219,2446.44,Africa,18917209.07
Cessna 172,4,2020,1549,Piston,0.04,4,2473.91,North America,342117.22
Airbus A350-1000,7,2017,15724,Turbofan,5.1,420,989.68,Oceania,268116779.64
Airbus A380,4,2020,15163,Turbofan,10.89,843,1460.56,Asia,330743725.31
Boeing 777,12,2012,15304,Turbofan,6.31,395,3771.85,Oceania,186443045.71
Cessna 172,1,2023,1680,Piston,0.04,4,3858.5,Middle East,377468.18
Boeing 737,21,2003,6669,Turbofan,2.57,211,2619.14,North America,38219635.77
Airbus A350-1000,3,2021,16200,Turbofan,5.5,420,3980.69,Middle East,367559099.92
Airbus A380,18,2006,14825,Turbofan,12.94,851,1783.39,Middle East,148553027.86
Airbus A380,10,2014,15298,Turbofan,12.59,844,2967.85,Middle East,282021464.62
Airbus A320,10,2014,6145,Turbofan,2.52,181,1482.57,South America,58591354.71
Airbus A320,28,1996,6723,Turbofan,2.74,186,958.05,Asia,26918909.3
Airbus A380,10,2014,15525,Turbofan,11.59,858,579.89,Asia,252516532.28
Boeing 737,11,2013,6412,Turbofan,2.82,216,1303.67,Oceania,45999735.45
Cessna 172,18,2006,1731,Piston,0.04,4,1681.34,Africa,174639.59
Boeing 747,13,2011,14025,Turbofan,9.29,664,702.92,Asia,192581356.09
Airbus A320,8,2016,5858,Turbofan,2.63,182,2436.0,Asia,56958793.32
Airbus A380,10,2014,15473,Turbofan,11.6,843,2774.67,Oceania,221590118.98
Airbus A320,2,2022,6501,Turbofan,2.28,185,1199.2,Asia,101883513.51
Airbus A350-1000,3,2021,16337,Turbofan,4.97,415,4334.09,Africa,292280714.37
Boeing 737,23,2001,6074,Turbofan,2.96,200,1966.82,Oceania,26606386.53
Cessna 172,23,2001,1252,Piston,0.04,4,705.49,Europe,119309.13
Boeing 737,20,2004,6590,Turbofan,2.83,200,4863.08,South America,41086678.43
Boeing 737,3,2021,6882,Turbofan,2.49,200,3635.54,Oceania,93439349.38
Airbus A380,13,2011,15052,Turbofan,13.05,849,1409.74,Europe,269323468.42
Airbus A380,17,2007,15639,Turbofan,13.17,856,3225.68,Asia,150877470.69
Boeing 777,2,2022,15640,Turbofan,6.6,386,2510.65,Africa,305914102.1
Airbus A320,4,2020,6453,Turbofan,2.3,170,2338.51,Asia,95754800.11
Airbus A320,6,2018,5941,Turbofan,2.43,190,3734.6,Oceania,74008155.11
Boeing 747,6,2018,13648,Turbofan,10.94,657,1714.89,North America,335717037.33
Airbus A320,5,2019,6141,Turbofan,2.41,185,2343.24,Europe,81260286.69
Boeing 777,30,1994,15377,Turbofan,6.9,393,4813.02,Europe,69414574.15
Cessna 172,1,2023,1067,Piston,0.04,4,727.56,North America,439295.95
Airbus A350-1000,0,2024,16131,Turbofan,5.34,409,2965.28,Asia,348284436.03
Boeing 737,12,2012,6512,Turbofan,2.5,217,1164.97,Oceania,49851866.67
Boeing 737,20,2004,6481,Turbofan,2.49,207,1769.57,Oceania,32470258.31
Airbus A350-1000,4,2020,16015,Turbofan,5.37,402,4191.9,Middle East,313024773.61
Boeing 737,30,1994,6639,Turbofan,2.5,216,3936.97,Asia,18978887.21
Cessna 172,14,2010,1317,Piston,0.04,4,1628.6,Asia,190326.78
Airbus A350-1000,6,2018,15940,Turbofan,4.7,408,3960.01,Middle East,221715138.61
Airbus A380,2,2022,15692,Turbofan,11.45,851,915.45,Asia,377447683.19
Boeing 747,5,2019,13890,Turbofan,10.31,663,2947.77,Africa,386411836.91
Airbus A350-1000,0,2024,16549,Turbofan,5.03,411,4877.3,Middle East,327330920.97
Boeing 777,30,1994,16029,Turbofan,6.84,399,4386.98,Africa,92150266.74
Airbus A380,10,2014,15201,Turbofan,12.82,847,739.13,Europe,317254939.86
Cessna 172,33,1991,1114,Piston,0.04,4,1176.45,North America,100000.0
Airbus A320,10,2014,6145,Turbofan,2.35,186,3859.21,South America,67406402.42
Boeing 737,9,2015,6871,Turbofan,2.77,217,1332.44,Africa,59466654.14
Cessna 172,0,2024,1419,Piston,0.04,4,4706.71,North America,373217.49
Boeing 737,29,1995,6388,Turbofan,2.86,204,1266.09,Oceania,19376536.67
Airbus A320,5,2019,6566,Turbofan,2.61,174,3393.46,Africa,81317793.78
Boeing 777,22,2002,15531,Turbofan,7.4,405,534.59,South America,101379025.67
Airbus A350-1000,1,2023,15944,Turbofan,5.52,413,2389.77,Middle East,290249446.46
Boeing 737,2,2022,6898,Turbofan,2.56,220,2487.11,South America,74013381.92
Airbus A380,5,2019,15206,Turbofan,12.73,848,2866.58,North America,391430589.79
Airbus A320,26,1998,6287,Turbofan,2.34,173,4882.49,South America,28938502.71
Boeing 777,1,2023,15472,Turbofan,6.6,393,3078.55,Middle East,324084628.09
Cessna 172,19,2005,1182,Piston,0.04,4,3195.31,Africa,166101.6
Cessna 172,3,2021,1773,Piston,0.04,4,2487.26,Africa,303323.58
Boeing 777,28,1996,15688,Turbofan,6.74,392,2901.54,Africa,76916265.85
Airbus A380,11,2013,15140,Turbofan,10.86,844,1744.11,South America,275752718.64
Cessna 172,14,2010,1698,Piston,0.04,4,3035.06,Asia,220771.62
Airbus A380,7,2017,15175,Turbofan,10.85,844,4644.34,Africa,272832815.29
Airbus A350-1000,5,2019,16378,Turbofan,4.95,412,2985.81,Europe,274236368.29
Boeing 777,17,2007,15851,Turbofan,6.59,397,2422.2,Asia,178182966.11
Cessna 172,6,2018,1362,Piston,0.04,4,4518.7,North America,344994.08
Airbus A380,10,2014,14816,Turbofan,11.65,848,1247.86,North America,296471805.41
Boeing 777,19,2005,15700,Turbofan,6.59,401,4940.25,Asia,160433168.01
Airbus A380,13,2011,15112,Turbofan,10.84,842,2156.55,Asia,258985588.05
Airbus A380,15,2009,15627,Turbofan,12.67,845,4788.44,Asia,196053512.72
Cessna 172,25,1999,1695,Piston,0.04,4,3610.29,Africa,110070.7
Airbus A350-1000,5,2019,15830,Turbofan,4.87,418,4829.8,Europe,281374920.47
Boeing 777,5,2019,15236,Turbofan,7.07,393,646.54,Europe,230188385.85
Boeing 737,20,2004,6075,Turbofan,2.47,220,3665.38,North America,38752197.63
Cessna 172,31,1993,1277,Piston,0.04,4,4897.3,Asia,100000.0
Airbus A350-1000,3,2021,15713,Turbofan,5.47,400,3079.05,South America,273385936.68
Cessna 172,4,2020,1285,Piston,0.04,4,4490.79,Europe,285321.73
Airbus A350-1000,3,2021,15919,Turbofan,4.81,402,1932.37,Europe,366217826.91
Boeing 777,5,2019,16062,Turbofan,6.89,391,1454.23,Middle East,271155881.1
Airbus A380,10,2014,15409,Turbofan,12.53,848,4357.91,South America,234231122.5
Airbus A380,12,2012,15425,Turbofan,11.22,858,569.63,Europe,222005202.81
Cessna 172,5,2019,1699,Piston,0.04,4,951.59,Oceania,265237.58
Boeing 737,1,2023,6149,Turbofan,2.46,217,3495.66,South America,96559700.88
Boeing 777,12,2012,15409,Turbofan,6.17,390,3310.66,Oceania,222667895.36
Cessna 172,19,2005,1112,Piston,0.04,4,2757.69,North America,167228.25
Boeing 737,34,1990,6589,Turbofan,2.64,210,1654.02,Middle East,16907112.01
Cessna 172,3,2021,1111,Piston,0.04,4,3393.3,Asia,320265.62
Boeing 777,29,1995,15701,Turbofan,6.83,406,1214.34,Middle East,67983271.23
Airbus A350-1000,0,2024,16411,Turbofan,5.53,412,2154.2,Asia,413186415.47
Airbus A350-1000,0,2024,16352,Turbofan,4.83,403,2095.96,Africa,335377803.01
Boeing 737,15,2009,7063,Turbofan,2.68,216,3097.1,Middle East,44903193.73
Boeing 777,9,2015,15561,Turbofan,6.97,396,4917.55,Asia,242636007.24
Airbus A380,2,2022,15576,Turbofan,12.15,852,4721.49,South America,343003566.1
Airbus A350-1000,1,2023,16488,Turbofan,4.84,410,4255.43,Oceania,349122416.09
Airbus A380,14,2010,15587,Turbofan,13.01,851,2262.63,North America,184197991.84
Boeing 737,8,2016,6792,Turbofan,2.49,220,2607.02,Africa,63244095.25
Boeing 747,4,2020,14128,Turbofan,9.34,650,4018.28,North America,381979760.12
Airbus A350-1000,3,2021,16541,Turbofan,5.3,407,1736.77,Europe,375777311.28
Airbus A350-1000,4,2020,16460,Turbofan,5.01,408,3600.71,North America,343731473.3
Airbus A380,13,2011,14953,Turbofan,11.09,843,4054.66,Oceania,265525441.92
Airbus A350-1000,5,2019,15753,Turbofan,4.78,418,4865.93,North America,278681810.29
Boeing 737,19,2005,6364,Turbofan,2.59,207,1005.72,South America,44528058.76
Cessna 172,32,1992,1201,Piston,0.04,4,721.15,Europe,100000.0
Airbus A320,25,1999,6224,Turbofan,2.47,190,1399.45,North America,23566053.4
Airbus A380,18,2006,15641,Turbofan,11.2,850,4666.69,Middle East,191942907.81
Boeing 777,18,2006,15673,Turbofan,6.36,398,517.43,North America,159939681.45
Boeing 777,12,2012,15471,Turbofan,7.41,400,2222.81,Africa,229613962.22
Cessna 172,25,1999,1727,Piston,0.04,4,2171.37,North America,125368.44
Boeing 747,16,2008,13953,Turbofan,9.43,662,2735.61,Europe,207010343.69
Cessna 172,20,2004,1676,Piston,0.04,4,4175.21,Oceania,166107.1
Boeing 737,10,2014,6477,Turbofan,2.91,207,4894.84,Middle East,60117968.11
Boeing 737,14,2010,6999,Turbofan,2.96,203,669.0,Middle East,56271886.44
Airbus A350-1000,1,2023,16022,Turbofan,5.15,402,4359.3,Africa,366916028.07
Airbus A350-1000,0,2024,15990,Turbofan,5.22,416,4487.06,Asia,302938745.3
Boeing 737,18,2006,6439,Turbofan,2.94,201,4417.85,North America,34369221.28
Airbus A320,3,2021,5811,Turbofan,2.53,185,3405.16,Europe,94637464.24
Airbus A380,13,2011,15077,Turbofan,11.35,844,704.6,North America,198556555.38
Airbus A350-1000,6,2018,16211,Turbofan,5.68,418,662.05,Asia,226904398.62
Cessna 172,7,2017,1102,Piston,0.04,4,2926.69,Africa,310242.18
Boeing 777,14,2010,15415,Turbofan,7.43,386,1068.55,South America,170355021.15
Boeing 737,6,2018,6251,Turbofan,2.87,202,4700.21,Oceania,71357695.2
Airbus A380,5,2019,15558,Turbofan,12.84,860,2882.31,Middle East,356805608.39
Boeing 747,3,2021,13515,Turbofan,9.29,653,2493.67,Europe,423037871.47
Airbus A350-1000,0,2024,16130,Turbofan,5.55,400,3309.28,North America,357783346.22
Airbus A350-1000,2,2022,16101,Turbofan,5.26,402,3230.62,Oceania,339617292.01
Airbus A350-1000,1,2023,16397,Turbofan,5.36,419,2168.53,North America,301512993.05
Airbus A350-1000,8,2016,16075,Turbofan,5.54,410,3308.11,Europe,225128061.18
Airbus A320,12,2012,6270,Turbofan,2.5,190,2243.6,North America,64942594.62
Cessna 172,20,2004,1107,Piston,0.04,4,1478.84,North America,131870.69
Boeing 777,6,2018,15906,Turbofan,6.96,394,2790.08,Africa,309859046.58
Boeing 777,15,2009,15471,Turbofan,7.15,397,4956.91,North America,155830171.36
Airbus A320,17,2007,5989,Turbofan,2.61,190,1021.38,Oceania,34977806.69
Airbus A380,13,2011,14867,Turbofan,11.31,850,1534.64,Oceania,210995827.92
Boeing 777,7,2017,15252,Turbofan,6.13,403,4946.46,North America,265889748.68
Boeing 777,9,2015,15941,Turbofan,6.59,403,3029.74,Africa,194989932.0
Airbus A320,7,2017,6165,Turbofan,2.71,175,4917.9,Europe,84284415.44
Boeing 737,9,2015,6654,Turbofan,2.51,200,4476.56,Asia,56951429.17
Boeing 747,3,2021,13371,Turbofan,9.71,662,4112.3,Asia,314039063.42
Airbus A320,28,1996,6176,Turbofan,2.47,187,1897.35,South America,21025866.88
Boeing 737,7,2017,6819,Turbofan,2.68,201,528.21,Oceania,82106406.61
Boeing 777,0,2024,15650,Turbofan,7.09,390,764.9,Oceania,296181331.64
Cessna 172,1,2023,1035,Piston,0.04,4,1465.53,Asia,440540.92
Airbus A350-1000,1,2023,15926,Turbofan,5.49,417,1415.75,South America,282421036.67
Airbus A380,18,2006,15290,Turbofan,11.99,848,1947.65,Europe,162927314.66
Boeing 777,28,1996,15365,Turbofan,7.22,393,535.37,Asia,90336500.19
Cessna 172,13,2011,1448,Piston,0.04,4,3577.09,Europe,233239.99
Boeing 737,19,2005,6209,Turbofan,2.83,208,2217.62,Europe,32571853.25
Airbus A350-1000,2,2022,16092,Turbofan,5.64,402,1642.8,Europe,282869523.29
Cessna 172,23,2001,1690,Piston,0.04,4,4106.98,North America,118909.82
Airbus A350-1000,0,2024,16399,Turbofan,5.68,417,1036.15,Europe,318752143.36
Airbus A350-1000,0,2024,15618,Turbofan,5.33,406,2457.32,Asia,300476727.01
Airbus A320,12,2012,5963,Turbofan,2.35,177,2558.44,Africa,56432562.85
Cessna 172,21,2003,1536,Piston,0.04,4,2183.06,Oceania,134045.01
Boeing 737,24,2000,6886,Turbofan,2.64,218,4821.56,Europe,24293396.64
Boeing 777,8,2016,15805,Turbofan,7.31,395,2292.7,South America,229206109.46
Airbus A320,25,1999,6445,Turbofan,2.74,180,1471.3,Africa,25558970.73
Boeing 737,6,2018,6144,Turbofan,2.57,215,2239.62,Africa,70854133.48
Boeing 777,24,2000,15394,Turbofan,6.28,395,1115.25,Asia,117835414.75
Airbus A320,19,2005,6442,Turbofan,2.72,174,1450.7,South America,44127814.22
Airbus A320,25,1999,6050,Turbofan,2.49,180,4546.57,Asia,28163022.69
Airbus A320,3,2021,6774,Turbofan,2.32,187,4796.95,Africa,84209792.1
Airbus A350-1000,7,2017,15895,Turbofan,5.16,408,4642.23,Asia,276997998.49
Airbus A350-1000,0,2024,16000,Turbofan,4.68,405,2134.25,South America,409286119.62
Boeing 737,3,2021,6713,Turbofan,2.57,213,2269.91,Africa,96927143.65
Boeing 737,15,2009,6498,Turbofan,2.5,200,2469.9,Middle East,49963171.05
Boeing 737,22,2002,6277,Turbofan,2.95,215,2049.25,Africa,26868478.47
Airbus A350-1000,4,2020,16470,Turbofan,4.69,400,3224.02,Africa,317035559.06
Airbus A350-1000,7,2017,16271,Turbofan,4.81,414,4661.95,Oceania,273014140.56
Airbus A380,3,2021,15020,Turbofan,12.17,854,3447.27,Europe,365888031.38
Airbus A380,3,2021,15096,Turbofan,11.99,842,4982.33,Middle East,315933346.09
Boeing 777,8,2016,15621,Turbofan,6.25,392,4951.13,South America,208662586.63
Airbus A320,21,2003,6797,Turbofan,2.36,189,740.51,Middle East,32637416.62
Boeing 777,25,1999,15377,Turbofan,6.23,392,1762.51,Europe,111566939.66
Cessna 172,16,2008,1673,Piston,0.04,4,2519.66,Asia,141356.4
Airbus A320,34,1990,6530,Turbofan,2.61,180,4950.23,North America,16226196.18
Boeing 747,20,2004,13787,Turbofan,10.04,666,3050.99,South America,139513729.22
Airbus A350-1000,6,2018,16406,Turbofan,5.59,405,4871.48,Asia,270587704.75
Airbus A320,1,2023,6383,Turbofan,2.57,179,2105.53,Europe,111186721.67
Boeing 777,28,1996,15965,Turbofan,6.49,406,939.72,Middle East,93969757.74
Airbus A380,17,2007,15477,Turbofan,12.84,846,1497.51,Oceania,182467952.64
Airbus A320,25,1999,6312,Turbofan,2.62,173,1601.11,Asia,23830438.42
Boeing 777,22,2002,15464,Turbofan,7.35,396,3209.0,Europe,108553166.7
Airbus A380,7,2017,15307,Turbofan,12.47,843,2956.55,Africa,259685896.42
